Dependents,tenure,OnlineSecurity,OnlineBackup,InternetService,DeviceProtection,TechSupport,Contract,PaperlessBilling,MonthlyCharges,Churn
No,71,Yes,Yes,DSL,Yes,Yes,Two year,No,46.35,0
Yes,54,No,Yes,DSL,Yes,Yes,Month-to-month,Yes,86.2,0
No,42,No,No,DSL,Yes,Yes,Two year,Yes,78.45,0
No,51,No,No,Fiber optic,Yes,No,One year,Yes,98.85,0
No,15,No,Yes,Fiber optic,No,No,Month-to-month,No,89.0,0
No,23,Yes,No,DSL,Yes,No,One year,Yes,78.55,0
Yes,3,No,No,DSL,Yes,No,Month-to-month,Yes,50.15,1
Yes,43,No,Yes,DSL,No,No,Month-to-month,No,50.2,0
Yes,71,Yes,Yes,Fiber optic,Yes,Yes,Two year,No,114.6,0
No,46,Yes,Yes,DSL,Yes,Yes,Two year,No,65.65,0
No,47,No internet service,No internet service,No,No internet service,No internet service,Two year,Yes,20.55,0
No,45,Yes,No,DSL,Yes,No,Month-to-month,Yes,75.95,0
No,52,Yes,No,DSL,Yes,No,One year,Yes,64.3,0
Yes,19,No,No,DSL,Yes,No,Month-to-month,Yes,49.6,0
No,13,No,No,Fiber optic,No,No,Month-to-month,Yes,95.05,1
No,18,No,Yes,Fiber optic,No,No,Month-to-month,Yes,73.55,0
No,1,No internet service,No internet service,No,No internet service,No internet service,Month-to-month,No,19.8,1
Yes,38,No,Yes,DSL,Yes,No,One year,No,78.95,0
No,24,No,Yes,DSL,No,No,Month-to-month,Yes,49.7,0
No,72,No,Yes,Fiber optic,Yes,No,Two year,Yes,104.8,0
No,8,Yes,No,DSL,No,No,Month-to-month,Yes,30.45,1
No,1,No,No,DSL,No,No,Month-to-month,Yes,55.3,0
No,6,No,No,DSL,No,No,Month-to-month,Yes,44.4,0
No,42,No,Yes,Fiber optic,Yes,Yes,Month-to-month,Yes,103.8,0
Yes,45,No internet service,No internet service,No,No internet service,No internet service,One year,Yes,25.9,0
No,1,No internet service,No internet service,No,No internet service,No internet service,Month-to-month,No,20.05,0
Yes,55,Yes,No,DSL,Yes,Yes,Two year,Yes,85.1,0
No,69,Yes,Yes,DSL,No,Yes,Two year,Yes,60.05,0
No,34,No,No,DSL,No,Yes,Month-to-month,No,65.0,0
Yes,8,No internet service,No internet service,No,No internet service,No internet service,One year,No,19.9,0
No,23,No,No,Fiber optic,Yes,No,Month-to-month,No,90.15,0
No,5,No,No,DSL,Yes,Yes,Month-to-month,No,67.95,1
Yes,26,No internet service,No internet service,No,No internet service,No internet service,Two year,Yes,19.15,0
No,72,Yes,Yes,DSL,Yes,Yes,Two year,No,74.4,0
No,11,No,Yes,DSL,No,No,One year,Yes,61.25,0
No,40,No,Yes,Fiber optic,No,No,Month-to-month,Yes,101.3,1
No,71,Yes,Yes,DSL,Yes,Yes,Two year,No,80.4,0
No,26,No,No,DSL,No,Yes,Month-to-month,No,49.15,0
Yes,62,No internet service,No internet service,No,No internet service,No internet service,Two year,No,20.3,0
Yes,53,No,Yes,Fiber optic,Yes,Yes,Month-to-month,Yes,108.25,0
No,18,No,No,DSL,No,Yes,Month-to-month,Yes,50.3,0
Yes,68,Yes,Yes,DSL,Yes,Yes,Two year,Yes,88.85,0
No,6,Yes,Yes,DSL,No,Yes,Month-to-month,No,50.95,0
No,1,No,No,Fiber optic,No,No,Month-to-month,Yes,81.1,1
Yes,25,No,No,Fiber optic,Yes,No,Month-to-month,Yes,89.1,1
No,66,Yes,Yes,Fiber optic,No,Yes,One year,No,89.0,0
No,1,No,No,DSL,No,No,Month-to-month,Yes,49.95,1
No,42,Yes,No,Fiber optic,Yes,No,Month-to-month,Yes,94.4,0
No,52,No,Yes,Fiber optic,Yes,No,Month-to-month,No,94.6,0
No,16,No,No,Fiber optic,No,No,Month-to-month,Yes,74.45,0
Yes,37,No,Yes,Fiber optic,No,No,Month-to-month,Yes,88.8,0
No,1,No,No,Fiber optic,No,No,Month-to-month,Yes,69.9,0
No,67,Yes,Yes,DSL,No,Yes,Two year,Yes,50.95,0
No,43,Yes,No,DSL,Yes,No,One year,Yes,80.2,0
No,2,No,No,Fiber optic,Yes,No,Month-to-month,Yes,85.85,1
Yes,4,No,No,DSL,No,No,Month-to-month,No,50.85,1
Yes,29,No internet service,No internet service,No,No internet service,No internet service,One year,No,20.0,0
Yes,34,Yes,Yes,DSL,Yes,Yes,Two year,No,84.75,0
No,14,No,No,DSL,No,Yes,Month-to-month,Yes,66.6,0
Yes,25,Yes,Yes,DSL,Yes,No,Month-to-month,Yes,58.6,1
No,8,No,No,Fiber optic,No,No,Month-to-month,Yes,87.05,1
Yes,30,No,No,Fiber optic,Yes,No,Month-to-month,Yes,100.05,1
No,63,No,Yes,Fiber optic,Yes,No,Month-to-month,Yes,103.5,0
Yes,72,No internet service,No internet service,No,No internet service,No internet service,Two year,No,19.9,0
No,5,No,No,Fiber optic,No,No,Month-to-month,Yes,91.4,1
Yes,66,Yes,No,Fiber optic,Yes,Yes,Two year,Yes,90.95,0
No,5,No,Yes,DSL,No,No,Month-to-month,Yes,51.0,1
Yes,8,No,No,Fiber optic,Yes,No,Month-to-month,Yes,94.75,0
No,46,Yes,Yes,Fiber optic,Yes,No,One year,Yes,95.65,0
No,5,No internet service,No internet service,No,No internet service,No internet service,Month-to-month,No,25.45,0
Yes,72,Yes,No,DSL,Yes,Yes,Two year,Yes,66.5,0
No,22,No internet service,No internet service,No,No internet service,No internet service,Month-to-month,Yes,20.05,0
No,66,No,Yes,DSL,Yes,No,One year,No,45.55,0
Yes,59,No internet service,No internet service,No,No internet service,No internet service,Two year,No,20.6,0
No,23,No,No,Fiber optic,No,No,Month-to-month,No,75.6,1
Yes,18,Yes,Yes,DSL,No,Yes,One year,Yes,61.5,0
Yes,46,No internet service,No internet service,No,No internet service,No internet service,Two year,Yes,19.25,0
Yes,3,No,Yes,DSL,Yes,No,Month-to-month,Yes,56.15,1
No,32,No,No,Fiber optic,No,No,Month-to-month,No,85.3,1
No,64,Yes,Yes,Fiber optic,No,No,One year,Yes,100.3,0
No,69,No internet service,No internet service,No,No internet service,No internet service,Two year,No,19.9,0
Yes,46,Yes,No,Fiber optic,Yes,Yes,Two year,No,99.65,0
No,15,No internet service,No internet service,No,No internet service,No internet service,Two year,No,25.2,0
Yes,38,No internet service,No internet service,No,No internet service,No internet service,Two year,Yes,20.2,0
Yes,11,No,No,Fiber optic,No,No,Month-to-month,Yes,74.35,1
No,43,Yes,No,DSL,Yes,Yes,Two year,Yes,78.8,0
Yes,15,No internet service,No internet service,No,No internet service,No internet service,Month-to-month,No,19.8,0
Yes,64,No internet service,No internet service,No,No internet service,No internet service,One year,No,24.9,0
No,8,Yes,No,DSL,No,No,Month-to-month,Yes,60.0,0
No,6,No,No,Fiber optic,No,No,Month-to-month,Yes,75.5,1
No,7,No,No,Fiber optic,No,No,Month-to-month,Yes,84.55,1
No,2,No,Yes,DSL,No,No,Month-to-month,No,51.4,0
Yes,41,Yes,Yes,DSL,Yes,No,One year,No,70.2,0
No,66,Yes,Yes,DSL,Yes,Yes,Two year,Yes,90.05,0
No,25,No,No,Fiber optic,No,Yes,Month-to-month,Yes,95.15,0
No,3,No internet service,No internet service,No,No internet service,No internet service,Month-to-month,No,20.0,0
No,69,No,Yes,DSL,No,No,Two year,Yes,61.45,0
Yes,32,No,No,Fiber optic,Yes,No,Month-to-month,Yes,91.35,0
No,22,No,No,Fiber optic,No,No,Month-to-month,No,89.25,1
Yes,53,Yes,Yes,Fiber optic,Yes,No,One year,No,95.95,0
No,61,No,No,Fiber optic,No,Yes,One year,No,101.15,0
No,9,No,No,Fiber optic,No,No,Month-to-month,No,69.05,0
No,3,No,No,DSL,Yes,Yes,Month-to-month,Yes,55.8,0
No,7,No,No,Fiber optic,No,No,Month-to-month,Yes,94.1,0
Yes,49,No,Yes,DSL,No,No,One year,Yes,51.8,1
No,20,No,No,Fiber optic,No,No,Month-to-month,Yes,94.55,1
No,16,No,No,DSL,No,No,Month-to-month,Yes,63.05,0
No,39,Yes,Yes,Fiber optic,No,No,One year,No,99.1,0
No,13,Yes,No,Fiber optic,No,No,Month-to-month,Yes,73.75,0
Yes,29,Yes,No,DSL,No,No,Month-to-month,Yes,60.2,0
No,34,No,No,Fiber optic,Yes,No,Month-to-month,No,100.85,0
No,1,No internet service,No internet service,No,No internet service,No internet service,Month-to-month,No,20.0,0
No,43,No,No,DSL,Yes,Yes,One year,No,44.15,0
No,71,No internet service,No internet service,No,No internet service,No internet service,Two year,No,24.85,0
No,7,No,No,Fiber optic,Yes,No,Month-to-month,Yes,75.15,0
Yes,72,Yes,No,DSL,Yes,No,Two year,Yes,53.8,0
No,10,No,Yes,Fiber optic,No,No,Month-to-month,Yes,80.7,1
Yes,41,Yes,Yes,DSL,Yes,Yes,Month-to-month,No,79.9,1
Yes,62,Yes,Yes,Fiber optic,No,No,One year,Yes,81.45,0
No,29,No,No,Fiber optic,No,No,Month-to-month,Yes,74.2,0
No,10,No internet service,No internet service,No,No internet service,No internet service,Month-to-month,Yes,24.5,0
No,18,No,No,Fiber optic,No,No,Month-to-month,Yes,94.75,0
No,44,No,No,Fiber optic,No,No,Month-to-month,Yes,96.1,1
No,8,No,No,DSL,Yes,Yes,Month-to-month,Yes,64.4,0
No,56,Yes,Yes,DSL,No,Yes,One year,Yes,64.65,0
No,1,No,Yes,DSL,No,No,Month-to-month,Yes,50.15,0
No,21,Yes,No,DSL,No,Yes,Month-to-month,Yes,43.55,0
Yes,24,Yes,No,DSL,No,No,One year,No,74.8,0
Yes,33,Yes,No,DSL,Yes,No,One year,No,74.75,0
No,26,Yes,Yes,DSL,Yes,No,One year,No,47.85,0
Yes,72,No internet service,No internet service,No,No internet service,No internet service,Two year,No,24.9,0
No,56,Yes,Yes,Fiber optic,No,No,Month-to-month,Yes,96.85,0
No,70,No,Yes,DSL,Yes,No,One year,Yes,44.05,0
No,29,No,No,DSL,No,No,One year,Yes,24.85,0
No,42,No,Yes,DSL,No,No,Month-to-month,Yes,49.55,0
No,1,No,No,DSL,No,No,Month-to-month,No,24.4,0
No,7,No,No,Fiber optic,No,No,Month-to-month,Yes,79.0,1
No,67,No internet service,No internet service,No,No internet service,No internet service,Two year,Yes,19.8,0
No,71,No internet service,No internet service,No,No internet service,No internet service,Two year,Yes,24.4,0
No,61,Yes,Yes,DSL,Yes,Yes,Two year,Yes,80.8,0
No,15,No,No,Fiber optic,Yes,Yes,Month-to-month,Yes,101.35,1
No,1,No,No,Fiber optic,No,No,Month-to-month,Yes,75.3,1
No,41,No,No,Fiber optic,Yes,Yes,One year,Yes,101.1,0
No,34,No,Yes,Fiber optic,No,No,Month-to-month,Yes,73.95,1
No,8,Yes,No,Fiber optic,No,No,Month-to-month,No,75.0,1
No,51,No,No,Fiber optic,No,No,One year,No,87.55,0
No,25,No internet service,No internet service,No,No internet service,No internet service,Two year,No,24.75,1
No,26,No,No,Fiber optic,No,No,Month-to-month,Yes,88.8,1
No,38,No,Yes,Fiber optic,Yes,No,Month-to-month,Yes,102.6,0
No,71,No,Yes,DSL,Yes,Yes,Two year,Yes,61.4,0
No,10,No internet service,No internet service,No,No internet service,No internet service,Month-to-month,Yes,20.9,0
No,63,Yes,Yes,DSL,Yes,Yes,One year,No,68.8,0
No,7,No,No,Fiber optic,No,No,Month-to-month,Yes,75.4,0
Yes,4,No,Yes,DSL,No,Yes,Month-to-month,Yes,58.5,0
No,50,No,No,Fiber optic,No,Yes,One year,Yes,100.65,0
No,9,No,No,Fiber optic,Yes,No,Month-to-month,No,98.3,1
No,48,No,Yes,DSL,Yes,Yes,Two year,No,78.9,0
No,47,No,Yes,DSL,No,Yes,Two year,No,59.6,0
Yes,11,Yes,No,DSL,No,No,Month-to-month,Yes,29.6,0
No,1,No,No,DSL,No,No,Month-to-month,No,44.15,0
No,59,No,Yes,DSL,No,Yes,One year,Yes,80.1,0
No,31,No,No,Fiber optic,Yes,No,One year,Yes,93.8,0
No,57,No,No,Fiber optic,No,Yes,Two year,Yes,90.45,0
Yes,64,No internet service,No internet service,No,No internet service,No internet service,Two year,Yes,24.4,0
No,72,No internet service,No internet service,No,No internet service,No internet service,Two year,No,25.75,0
No,39,No,Yes,Fiber optic,Yes,No,Month-to-month,Yes,103.45,1
Yes,8,Yes,Yes,DSL,No,Yes,Two year,Yes,76.15,0
No,43,Yes,Yes,DSL,No,Yes,Two year,No,86.45,0
No,70,Yes,Yes,DSL,Yes,Yes,Two year,No,86.45,0
No,1,Yes,Yes,DSL,No,No,Month-to-month,No,61.15,0
No,66,Yes,Yes,DSL,Yes,Yes,Two year,No,68.75,0
No,18,No,No,Fiber optic,Yes,No,Month-to-month,Yes,84.95,0
No,12,No,Yes,Fiber optic,No,No,Month-to-month,Yes,101.35,1
Yes,72,Yes,Yes,DSL,Yes,Yes,Two year,No,55.65,0
No,59,Yes,No,DSL,No,Yes,One year,Yes,69.1,0
No,13,No,No,Fiber optic,No,No,Month-to-month,Yes,95.25,1
No,41,No,Yes,DSL,No,No,One year,Yes,56.3,0
No,6,No,No,DSL,Yes,No,Month-to-month,No,60.9,0
No,46,Yes,No,Fiber optic,No,No,Month-to-month,No,85.0,1
No,7,No,No,DSL,No,No,Month-to-month,Yes,44.65,0
No,50,No,Yes,Fiber optic,Yes,No,Month-to-month,Yes,95.05,1
No,1,No,No,DSL,No,No,Month-to-month,Yes,45.85,0
No,13,No,Yes,Fiber optic,Yes,No,Month-to-month,Yes,84.45,1
No,72,No,Yes,Fiber optic,Yes,Yes,Two year,Yes,108.05,0
Yes,13,No internet service,No internet service,No,No internet service,No internet service,Two year,No,19.55,0
Yes,60,Yes,Yes,DSL,Yes,Yes,One year,Yes,65.85,0
No,39,No,Yes,Fiber optic,Yes,No,Month-to-month,Yes,105.65,1
No,29,Yes,No,Fiber optic,Yes,No,One year,No,90.1,0
Yes,72,No internet service,No internet service,No,No internet service,No internet service,Two year,No,21.0,0
No,28,No,Yes,Fiber optic,No,Yes,One year,Yes,91.25,0
No,22,No,No,Fiber optic,No,No,Month-to-month,No,83.05,0
No,50,Yes,No,Fiber optic,Yes,No,Two year,Yes,105.05,0
No,38,No internet service,No internet service,No,No internet service,No internet service,One year,Yes,20.25,0
Yes,33,No internet service,No internet service,No,No internet service,No internet service,One year,Yes,20.15,0
Yes,21,Yes,No,DSL,Yes,No,One year,Yes,55.95,1
Yes,43,No,Yes,DSL,No,No,Month-to-month,No,29.3,0
No,71,Yes,No,Fiber optic,Yes,No,One year,Yes,104.1,0
No,1,Yes,No,Fiber optic,No,No,Month-to-month,Yes,81.7,1
Yes,41,No,Yes,Fiber optic,Yes,Yes,One year,Yes,109.1,0
No,70,Yes,Yes,Fiber optic,Yes,Yes,Two year,Yes,114.95,0
No,3,No,No,DSL,No,No,Month-to-month,Yes,54.2,0
No,3,No,No,Fiber optic,No,No,Month-to-month,Yes,76.05,1
No,49,Yes,No,DSL,No,No,One year,Yes,55.35,0
Yes,34,No,No,DSL,No,Yes,Two year,Yes,40.55,0
Yes,32,Yes,Yes,Fiber optic,Yes,No,One year,No,94.8,0
No,4,Yes,Yes,DSL,No,No,Month-to-month,No,54.7,0
Yes,70,No internet service,No internet service,No,No internet service,No internet service,Two year,No,24.7,0
No,5,No,No,Fiber optic,No,No,Month-to-month,Yes,71.45,0
No,49,Yes,Yes,DSL,Yes,No,One year,No,71.8,0
Yes,2,No,Yes,DSL,No,No,Month-to-month,No,51.55,0
No,68,Yes,Yes,DSL,Yes,No,Two year,No,70.95,0
Yes,16,No,No,Fiber optic,Yes,No,Month-to-month,Yes,90.8,0
No,24,No,No,Fiber optic,Yes,No,Month-to-month,Yes,88.95,0
Yes,7,Yes,No,DSL,No,No,Month-to-month,No,50.7,0
No,1,No,No,Fiber optic,No,Yes,Month-to-month,Yes,84.8,1
No,31,Yes,Yes,DSL,Yes,Yes,Month-to-month,Yes,72.45,0
No,23,No,No,DSL,No,Yes,Month-to-month,Yes,73.65,0
No,5,Yes,No,DSL,No,Yes,Month-to-month,No,54.2,1
No,24,No internet service,No internet service,No,No internet service,No internet service,One year,No,20.4,0
No,58,Yes,Yes,DSL,Yes,Yes,One year,Yes,71.1,0
Yes,56,Yes,Yes,Fiber optic,Yes,Yes,Two year,No,115.85,0
No,1,No,No,Fiber optic,No,No,Month-to-month,Yes,89.1,1
No,2,No,No,DSL,No,No,Month-to-month,Yes,44.7,1
No,52,No,No,DSL,Yes,Yes,Two year,Yes,80.95,0
No,11,No,No,DSL,No,No,Month-to-month,Yes,35.8,0
Yes,43,No,No,Fiber optic,Yes,No,Month-to-month,Yes,92.55,0
No,7,No,No,DSL,Yes,Yes,Month-to-month,No,62.8,0
Yes,38,No,No,Fiber optic,Yes,No,Month-to-month,Yes,99.25,1
No,6,No,No,DSL,No,Yes,Month-to-month,Yes,49.65,1
Yes,56,No internet service,No internet service,No,No internet service,No internet service,Two year,Yes,19.8,0
Yes,55,No internet service,No internet service,No,No internet service,No internet service,Two year,No,20.3,0
No,8,No,No,DSL,Yes,No,Month-to-month,Yes,29.4,1
No,36,No,Yes,Fiber optic,Yes,No,One year,Yes,104.8,0
No,1,No,No,Fiber optic,No,No,Month-to-month,Yes,76.45,1
No,30,No,No,Fiber optic,No,Yes,Month-to-month,Yes,101.5,0
No,11,No,No,Fiber optic,Yes,No,Month-to-month,Yes,99.55,1
Yes,4,No,Yes,Fiber optic,No,No,Month-to-month,Yes,101.7,1
Yes,72,Yes,Yes,DSL,Yes,No,Two year,Yes,70.65,0
Yes,67,Yes,No,Fiber optic,No,Yes,One year,Yes,94.35,1
Yes,54,Yes,No,DSL,Yes,Yes,Two year,No,69.95,0
Yes,1,No internet service,No internet service,No,No internet service,No internet service,Month-to-month,No,20.0,0
No,4,No,No,Fiber optic,No,No,Month-to-month,Yes,74.35,1
No,42,No,Yes,Fiber optic,Yes,Yes,Month-to-month,Yes,99.45,1
No,23,No,Yes,Fiber optic,Yes,No,Month-to-month,No,84.25,0
No,10,No internet service,No internet service,No,No internet service,No internet service,Month-to-month,Yes,21.2,0
No,10,No internet service,No internet service,No,No internet service,No internet service,One year,No,20.1,0
Yes,53,No internet service,No internet service,No,No internet service,No internet service,Two year,Yes,19.4,0
No,26,No,No,DSL,No,Yes,Month-to-month,Yes,66.05,0
No,57,No,Yes,Fiber optic,Yes,No,Month-to-month,Yes,95.25,1
Yes,1,No internet service,No internet service,No,No internet service,No internet service,Month-to-month,Yes,21.0,1
Yes,60,Yes,No,DSL,Yes,Yes,Two year,No,59.85,0
No,10,Yes,No,DSL,No,No,Month-to-month,No,29.75,0
No,25,No internet service,No internet service,No,No internet service,No internet service,One year,Yes,20.2,0
No,4,No internet service,No internet service,No,No internet service,No internet service,Month-to-month,Yes,20.7,0
No,44,No,No,Fiber optic,Yes,Yes,Month-to-month,No,104.15,0
No,22,Yes,No,Fiber optic,No,No,Month-to-month,Yes,100.75,1
Yes,30,No,No,DSL,Yes,Yes,One year,Yes,64.5,0
Yes,40,No internet service,No internet service,No,No internet service,No internet service,Two year,Yes,24.8,0
No,10,Yes,No,Fiber optic,No,No,Month-to-month,No,98.55,1
No,40,Yes,Yes,DSL,Yes,No,One year,Yes,42.35,1
No,43,Yes,Yes,DSL,No,Yes,Month-to-month,No,66.25,0
No,33,No,No,Fiber optic,Yes,Yes,Month-to-month,Yes,95.0,0
No,8,No,No,Fiber optic,No,No,Month-to-month,Yes,70.1,1
No,66,No,Yes,Fiber optic,No,No,One year,Yes,88.9,0
No,9,No,Yes,Fiber optic,Yes,No,Month-to-month,Yes,79.9,1
No,62,No internet service,No internet service,No,No internet service,No internet service,Two year,Yes,25.8,0
Yes,72,Yes,Yes,Fiber optic,Yes,Yes,Two year,Yes,116.6,0
No,36,Yes,No,DSL,No,No,Two year,No,31.05,0
Yes,72,Yes,Yes,DSL,Yes,Yes,Two year,Yes,65.1,0
No,56,No,Yes,Fiber optic,No,Yes,Month-to-month,Yes,94.45,1
Yes,1,No,No,DSL,Yes,No,Month-to-month,No,50.45,1
No,37,No,Yes,Fiber optic,Yes,No,Month-to-month,Yes,101.9,1
No,51,No internet service,No internet service,No,No internet service,No internet service,Two year,No,20.45,0
Yes,48,Yes,Yes,DSL,Yes,No,Two year,Yes,70.1,0
No,31,Yes,No,DSL,Yes,Yes,Month-to-month,No,65.25,1
No,37,No,No,Fiber optic,No,No,Month-to-month,Yes,70.35,0
Yes,63,Yes,Yes,DSL,Yes,No,Two year,No,83.5,0
No,60,Yes,No,Fiber optic,No,Yes,Two year,Yes,97.2,0
No,24,No internet service,No internet service,No,No internet service,No internet service,Two year,No,19.75,0
No,16,No,Yes,Fiber optic,No,No,Month-to-month,Yes,86.25,0
No,28,No,Yes,Fiber optic,Yes,No,Month-to-month,Yes,105.7,1
No,69,No internet service,No internet service,No,No internet service,No internet service,Two year,No,24.25,0
Yes,52,No internet service,No internet service,No,No internet service,No internet service,Two year,No,19.35,0
No,64,No,Yes,Fiber optic,Yes,Yes,Two year,Yes,110.5,0
No,30,No internet service,No internet service,No,No internet service,No internet service,Two year,No,19.4,0
Yes,23,No,Yes,Fiber optic,Yes,No,Month-to-month,Yes,88.45,0
No,72,No internet service,No internet service,No,No internet service,No internet service,Two year,Yes,23.55,0
No,56,No,No,Fiber optic,Yes,No,Month-to-month,Yes,100.65,1
No,12,No,No,DSL,No,Yes,Month-to-month,No,50.25,1
No,7,Yes,Yes,DSL,Yes,No,Month-to-month,No,61.4,0
No,68,Yes,No,DSL,No,Yes,One year,No,55.9,0
Yes,8,No,No,DSL,No,Yes,Month-to-month,Yes,68.55,0
No,33,Yes,No,Fiber optic,Yes,Yes,One year,Yes,103.75,1
No,21,No,No,Fiber optic,No,No,Month-to-month,Yes,95.4,0
Yes,18,No internet service,No internet service,No,No internet service,No internet service,Two year,Yes,24.65,0
No,31,No,Yes,Fiber optic,No,No,Month-to-month,Yes,99.95,1
No,7,No,No,Fiber optic,No,No,Month-to-month,Yes,84.8,1
No,72,Yes,Yes,DSL,Yes,No,Two year,No,42.1,0
No,12,Yes,No,DSL,Yes,No,One year,No,78.85,0
No,63,No,Yes,Fiber optic,Yes,Yes,Month-to-month,Yes,108.75,0
No,56,No internet service,No internet service,No,No internet service,No internet service,Two year,Yes,25.95,0
No,33,Yes,Yes,DSL,Yes,No,Month-to-month,Yes,59.45,0
No,53,No internet service,No internet service,No,No internet service,No internet service,Two year,No,25.1,0
No,5,No,No,Fiber optic,Yes,No,Month-to-month,Yes,100.5,1
No,68,No,Yes,DSL,Yes,Yes,One year,Yes,60.65,0
No,24,No,No,Fiber optic,Yes,No,Month-to-month,Yes,79.65,0
Yes,56,Yes,Yes,DSL,Yes,No,Two year,Yes,61.3,0
No,50,No internet service,No internet service,No,No internet service,No internet service,One year,Yes,19.85,0
No,67,Yes,Yes,DSL,No,Yes,Two year,Yes,69.2,0
No,25,No,No,Fiber optic,Yes,No,Month-to-month,Yes,74.6,0
Yes,54,Yes,No,DSL,No,Yes,Two year,No,60.0,0
No,30,Yes,Yes,DSL,No,Yes,One year,No,70.4,0
Yes,1,No internet service,No internet service,No,No internet service,No internet service,One year,Yes,20.2,0
Yes,60,Yes,Yes,DSL,No,Yes,Month-to-month,Yes,79.05,0
No,14,No,Yes,Fiber optic,No,No,Month-to-month,Yes,78.95,1
Yes,56,No,No,Fiber optic,Yes,No,One year,Yes,99.8,0
No,27,No,No,Fiber optic,Yes,Yes,Month-to-month,Yes,89.2,0
Yes,60,No,Yes,Fiber optic,No,Yes,Month-to-month,Yes,103.75,0
Yes,36,No internet service,No internet service,No,No internet service,No internet service,Month-to-month,No,19.2,0
No,54,No internet service,No internet service,No,No internet service,No internet service,Two year,No,20.1,0
No,1,No,No,Fiber optic,No,No,Month-to-month,Yes,71.55,1
No,1,No,No,DSL,No,No,Month-to-month,No,45.3,0
No,66,Yes,Yes,DSL,Yes,Yes,Two year,No,91.7,0
No,71,Yes,Yes,DSL,Yes,Yes,Two year,No,77.35,0
No,66,No,Yes,Fiber optic,Yes,No,One year,No,104.6,0
Yes,39,No internet service,No internet service,No,No internet service,No internet service,One year,No,25.45,0
No,37,No,No,DSL,No,No,Two year,No,35.8,0
No,51,No,No,Fiber optic,Yes,No,Month-to-month,Yes,97.8,1
No,9,No,No,Fiber optic,No,No,Month-to-month,Yes,85.5,0
Yes,29,No,Yes,DSL,Yes,No,Month-to-month,Yes,35.65,0
No,59,No,Yes,DSL,No,No,Month-to-month,Yes,41.05,1
No,6,Yes,Yes,DSL,No,No,Month-to-month,Yes,55.7,0
No,49,No,No,Fiber optic,Yes,Yes,Two year,No,100.65,0
Yes,72,No internet service,No internet service,No,No internet service,No internet service,Two year,Yes,19.8,0
No,50,No,No,DSL,Yes,Yes,Two year,No,69.5,0
Yes,56,Yes,Yes,DSL,No,Yes,One year,Yes,52.0,0
No,2,No,No,Fiber optic,No,No,Month-to-month,Yes,85.55,1
No,50,No internet service,No internet service,No,No internet service,No internet service,Two year,No,24.9,0
No,36,No,Yes,Fiber optic,No,No,Month-to-month,Yes,96.5,1
Yes,43,Yes,No,DSL,Yes,Yes,One year,Yes,60.4,0
No,1,No internet service,No internet service,No,No internet service,No internet service,Month-to-month,No,20.2,0
Yes,52,No internet service,No internet service,No,No internet service,No internet service,Two year,No,25.75,0
Yes,66,No,No,DSL,Yes,Yes,Two year,No,54.65,0
No,1,No,No,Fiber optic,Yes,No,Month-to-month,No,76.35,1
No,24,Yes,No,DSL,No,No,One year,Yes,50.6,0
Yes,72,No internet service,No internet service,No,No internet service,No internet service,Two year,No,19.55,0
No,17,No,No,Fiber optic,No,No,Month-to-month,Yes,70.8,0
No,30,No,Yes,Fiber optic,No,Yes,Month-to-month,Yes,94.1,1
No,72,Yes,Yes,DSL,Yes,No,Two year,Yes,49.2,0
No,47,Yes,Yes,Fiber optic,No,Yes,Month-to-month,No,100.75,0
Yes,19,No,No,DSL,No,No,Month-to-month,No,50.1,0
No,2,Yes,No,Fiber optic,No,No,Month-to-month,No,90.75,0
No,58,Yes,No,DSL,No,Yes,One year,Yes,61.05,0
Yes,34,No internet service,No internet service,No,No internet service,No internet service,One year,Yes,25.6,0
No,60,No internet service,No internet service,No,No internet service,No internet service,Two year,No,20.6,0
Yes,68,Yes,Yes,DSL,Yes,Yes,One year,Yes,78.45,0
Yes,1,No internet service,No internet service,No,No internet service,No internet service,Two year,No,20.35,0
No,35,Yes,Yes,Fiber optic,Yes,Yes,One year,Yes,110.8,0
No,20,No internet service,No internet service,No,No internet service,No internet service,Month-to-month,Yes,18.9,0
No,38,Yes,No,Fiber optic,No,No,Month-to-month,No,91.7,0
Yes,46,No internet service,No internet service,No,No internet service,No internet service,Two year,No,19.95,0
Yes,60,Yes,Yes,Fiber optic,No,No,One year,No,94.15,0
No,57,No,No,Fiber optic,Yes,Yes,Two year,No,107.95,0
Yes,72,No,Yes,Fiber optic,Yes,Yes,Two year,No,90.45,0
No,57,No,Yes,Fiber optic,Yes,No,Month-to-month,Yes,104.5,1
No,18,Yes,No,Fiber optic,No,No,Month-to-month,No,74.8,0
Yes,18,No,No,Fiber optic,Yes,No,Month-to-month,No,95.15,1
No,15,Yes,No,Fiber optic,Yes,No,Month-to-month,Yes,96.5,0
Yes,3,No,Yes,Fiber optic,No,Yes,Month-to-month,Yes,80.0,0
No,60,No internet service,No internet service,No,No internet service,No internet service,One year,No,24.15,0
No,2,No internet service,No internet service,No,No internet service,No internet service,Month-to-month,No,20.05,0
Yes,6,No,Yes,DSL,Yes,No,Month-to-month,Yes,55.3,1
Yes,57,No,No,Fiber optic,No,No,Month-to-month,Yes,74.3,0
No,54,Yes,Yes,DSL,No,No,Two year,Yes,74.55,0
No,1,No internet service,No internet service,No,No internet service,No internet service,Month-to-month,No,20.2,1
